value_norm,Akkademia_df,CDLI_df,Cuneiml_df,Nuolenna_df,TextFabric_df,osl_df,wiki_df,oslID
mabi3,𒈹𒁲,𒈹𒁲,,,𒍝𒈹𒁲,,,
mabi₂,𒈹𒁲,,,𒈹𒁲,,𒀀𒈹𒁲,,
mabi₃,𒈹𒁲,,,𒈹𒁲,,𒍝𒈹𒁲,,
mabiₓ,𒈹𒁲,,,𒈹𒁲,,𒀀𒈺𒁲。𒈹𒁲,,
mad,𒆳,,𒆳,𒆳,𒆳,𒆳,,
mada,𒊩𒍑𒁮,,,𒊩𒍑𒁮,,𒊩𒍑𒁮,,
madal,𒁍,,,𒁍,𒁍,𒁍,,
madaₓ,𒍑𒁮,,,𒍑𒁮,,𒍑𒁮,,
madla,𒁍,,,𒁍,𒁍,𒁍,,
madlu,𒁍,,,𒁍,𒁍,𒁍,,
madul,,𒁍,,𒁍,,𒁍,,
maganza,,,,,𒁗,,,
magar,𒁑,,,𒁑,𒁑,𒁑,,
magara,𒁑,,,𒁑,𒁑,𒁑,,
magunû,,,,,𒈢,,,
mah,𒈤,,𒈤,𒈤,,𒈤,,
mah2,𒀠,𒀠,,,,,,
mah3,𒌋𒅗,𒌋𒅗,,,,,,
mah@v,,𒈤,,𒈤,,𒈤,,
mah_,,,𒈤,,,,,
maha,𒈤,,,𒈤,,𒈤,,
maha2,𒀠,𒀠,,,,,,
mahar,,,,,,𒅆,,
mahar2,𒌋𒊬,𒌋𒊬,,,,,,
mahar₂,𒌋𒊬,,,𒌋𒊬,,,,
mahar₂?,,,,,,𒌋𒊬,,
maha₂,𒀠,,,𒀠,,𒀠,,
mahra,𒅆𒁺,,,𒅆𒁺,,𒅆𒁺,,
mahru,𒅆𒁺,,,𒅆𒁺,,,,
mah₂,𒀠,,,𒀠,,𒀠,,
mah₃,𒌋𒅗,,,𒌋𒅗,,𒌋𒅗,,
mahₓ,,,,,,None,,
mak0,𒆳,𒆳,,,,,,
makasz,𒁹,𒁹,,,,,,
makasz2,𒀸,𒀸,,,,,,
makaš,𒁹,,,𒁹,𒁹,𒁹,,
makaš2,,,,,𒀸,,,
makaš₂,𒀸,,,𒀸,,𒀸,,
makkasz,𒁹,𒁹,,,,,,
makkasz2,𒀸,𒀸,,,,,,
makkaš,𒁹,,,𒁹,𒁹,𒁹,,
makkaš2,,,,,𒀸,,,
makkaš₂,𒀸,,,𒀸,,𒀸,,
mak₀,𒆳,,,𒆳,,𒆳,,
mal,𒂷,,𒂷,𒂷,𒂷,𒂷,,
mal2,𒋛𒀀,𒋛𒀀,𒋛𒀀,,𒋛𒀀,,,
mal3,𒅅,𒅅,,,𒅅,,,
mal4,𒇺,𒇺,,,𒇺,,,
mal],,,𒂷,,,,,
mala,𒂷,,,𒂷,𒂷,𒂷,,
malakumₓ,,,,,,𒊨,,
malala,,,,,𒋤,,,
malba,𒆠𒇴,,,𒆠𒇴,𒆠𒇴,𒆠𒇴,,
malga,𒃌,,,𒃌,𒂏。𒃌,,,
malga?,,,,,,𒃌,,
malla,𒁍,,,𒁍,𒁍,𒁍,,
malug,𒂼𒈜,,,𒂼𒈜,,,,
malug?,,,,,,𒂼𒈜,,
mal₂,𒋛𒀀,,,𒋛𒀀,,𒋛𒀀,,
mal₃,𒅅,,,𒅅,,𒅅,,
mal₄,𒇺,,,𒇺,,,,
mal₄?,,,,,,𒇺,,
malₓ,𒉣𒇬,,,𒉣𒇬,,𒀮。𒉣𒇬,,
mam,𒌋𒌋,,𒌋𒌋,𒌋𒌋,𒌋𒌋,𒎙,,
mam2,𒊩,𒊩,,,𒊩,,,
mam3,𒊩𒈠,𒊩𒈠,,,𒊩𒈠,,,
mammi,𒈹𒁲,,,𒈹𒁲,𒈻,𒈻,,
mammi2,𒈹𒁲,𒈹𒁲,,,𒀀𒈹𒁲。𒍝𒈹𒁲,,,
mammi3,𒈹𒁲,𒈹𒁲,,,𒍝𒈹𒁲,,,
mammi₂,𒈹𒁲,,,𒈹𒁲,,𒀀𒈹𒁲,,
mammi₃,𒈹𒁲,,,𒈹𒁲,,𒍝𒈹𒁲,,
mammiₓ,𒈹𒁲,,,𒈹𒁲,,𒀀𒈺𒁲。𒈹𒁲,,
mam₂,𒊩,,,𒊩,,𒊩,,
mam₃,𒊩𒈠,,,𒊩𒈠,,𒊩𒈠,,
man,𒌋𒌋,,𒌋𒌋,𒌋𒌋,𒌋𒌋,𒎙,,
man.diš,,,,,𒌋𒌋𒁹,,,
man.ni,,,,,𒌋𒌋𒉌,,,
man2,𒊩,𒊩,,,𒊩,,,
man3,𒀸𒀸,𒀸𒀸,,,𒐀,,,
mana,𒌋𒌋,,,𒌋𒌋,𒌋𒌋,𒎙,,
mangaga,𒅾,,,𒅾,𒅾,,,
mangaga?,,,,,,𒅾,,
mangara,𒁑,,,𒁑,,𒁑,,
manu,,,,,𒉽𒉽,,,
man₂,𒊩,,,𒊩,,𒊩,,
man₃,𒀸𒀸,,,𒀸𒀸,,𒀸𒀸,,
manₓ,,,,,,𒋰,,
mar,𒈥,,𒈥,𒈥,𒈥,𒈥,,
mar.tu,,𒈥𒌅,,𒈥𒌅,,,,
mar2,𒀫,𒀫,,,𒀫,,,
mar3,𒃻,𒃻,,,𒃻,,,
mar4,,,,,𒋞,,,
mar5,,,,,𒌉,,,
mar6,𒄯,𒄯,,,𒄯,,,
mar:apin,,,𒈥 𒀳,,,,,
mara,𒈥,,,𒈥,𒈥,𒈥,,
mara2,𒀫,𒀫,,,𒀫,,,
mara3,,,,,𒃻,,,
mara5,,,,,𒌉,,,
marad,𒀫,,,𒀫,𒀫,𒀫,,
marad2,𒀫𒁕,𒀫𒁕,,,𒀫𒁕,,,
marad₂,𒀫𒁕,,,𒀫𒁕,,𒀫𒁕,,
mara₂,𒀫,,,𒀫,,𒀫,,
marduk,𒀫𒌓,,𒀫𒌓,𒀫𒌓,𒀫𒌓,𒀫𒌓,,
martu,𒌅,,,𒌅,,𒌅,,
martum,𒌅,,,𒌅,,𒌅,,
maru,𒌉,,,𒌉,𒌉,𒋽。𒌉,,
maru5,,,,,𒌉,,,
marun,,,,,𒇇,,,
maru⁻,,𒋽,,𒋽,,󰂂,,
mar₂,𒀫,,,𒀫,,𒀫,,
mar₃,𒃻,,,𒃻,,𒃻,,
mar₅,,,,,,𒌉,,
mar₆,𒄯,,,𒄯,,𒄯,,
mas,𒈦,,𒈦,𒈦,𒈦,𒈦,,
"mas,",𒈦,𒈦,𒈦,,,,,
massa,𒁜,,,𒁜,𒁥,𒁜,,
massa2,𒁗,𒁗,,,𒁗,,,
massa₂,𒁗,,,𒁗,,𒁗,,
masz,𒈦,𒈦,𒈦,,,,,
masz2,𒈧,𒈧,𒈧,,,,,
masz3,𒈦𒉺,𒈦𒉺,,,,,,
masz4,𒉺,𒉺,,,,,,
masz_,,,𒈦,,,,,
masza,𒈦,𒈦,,,,,,
maszaku,𒈧,𒈧,,,,,,
maszammi,𒌑,𒌑,,,,,,
maszda,𒈦𒆕,𒈦𒆕,𒈦𒆕,,,,,
maszda2,𒈦𒂗𒆕,𒈦𒂗𒆕,,,,,,
maszda3,𒈦𒆕𒂗,𒈦𒆕𒂗,,,,,,
maszda4,𒂗𒈦𒆕,𒂗𒈦𒆕,,,,,,
maszgi,𒌐,𒌐,,,,,,
maszkim,𒉺𒁽,𒉺𒁽,𒉺𒁽,,,,,
maszkim2,𒉺𒁼,𒉺𒁼,𒉺𒁼,,,,,
maszkim3,𒉺𒁺,𒉺𒁺,,,,,,
maszmin,𒈦𒌋𒌋,𒈦𒌋𒌋,,,,,,
maszszam,𒌑,𒌑,,,,,,
mat,𒆳,,𒆳,𒆳,𒆳,𒆳,,
mat szammi,𒌑,𒌑,,,,,,
mat šammi,𒌑,,,𒌑,,,,
"mat,",𒆳,𒆳,,,,,,
mat2,𒁁,𒁁,,,𒁁,,,
mat3,𒄷𒄭,𒄷𒄭,,,𒄷𒄭,,,
matšammi,,,,,,𒌑,,
matšammuₓ,,,,,,𒌑,,
mat₂,𒁁,,,𒁁,,𒁁,,
mat₃,𒄷𒄭,,,𒄷𒄭,,𒄷𒄭,,
maxtak4,,,,,𒈡,,,
maz0,𒈧,𒈧,,,,,,
maz2,𒈧,𒈧,,,,,,
maz₀,𒈧,,,𒈧,,,,
maz₂,𒈧,,,𒈧,,𒈧,,
maś,𒈦,,,𒈦,,,,
maš,𒈦,,𒈦,𒈦,𒈦,𒈦,,
maš.en.gag,,,,,𒈦𒂗𒆕,,,
maš.en.kak,,𒈦𒂗𒆕,,𒈦𒂗𒆕,,,,
maš.gag,,,,,𒈦𒆕,,,
maš.gag.en,,,,,𒈦𒆕𒂗,,,
maš.gu2.gar3,,,,,𒈦𒄘𒃼,,,
maš.gu₂.gar₃,,𒈦𒄘𒃼,,𒈦𒄘𒃼,,,,
maš.kak,,𒈦𒆕,,𒈦𒆕,,,,
maš.kak.en,,𒈦𒆕𒂗,,𒈦𒆕𒂗,,,,
maš.man,,,,,𒈦𒌋𒌋,,,
maš.min,,𒈦𒈫,,𒈦𒈫,,,,
maš.pa,,𒈦𒉺,,𒈦𒉺,𒈦𒉺,,,
maš.u,,𒈦𒌋,,𒈦𒌋,𒈦𒌋,,,
maš.u.u,,𒈦𒌋𒌋,,𒈦𒌋𒌋,,,,
maš.u.u.u,,𒈦𒌋𒌋𒌋,,𒈦𒌋𒌋𒌋,,,,
maš.x,,𒈦,,𒈦,,,,
maš2,,,𒈧,,𒈧,,,
maš3,,,,,𒈦𒉺,,,
maš4,,,,,𒉺,,,
maša,𒈦,,,𒈦,,𒈦,,
mašaku,𒈧,,,𒈧,,𒈧,,
mašammi,𒌑,,,𒌑,,𒌑,,
mašda,𒈦𒆕,,,𒈦𒆕,𒈦𒆕,𒈦𒆕,,
mašda2,,,,,𒈦𒂗𒆕,,,
mašda3,,,,,𒈦𒆕𒂗,,,
mašda4,,,,,𒂗𒈦𒆕,,,
mašda₂,𒈦𒂗𒆕,,,𒈦𒂗𒆕,,𒈦𒂗𒆕,,
mašda₃,𒈦𒆕𒂗,,,𒈦𒆕𒂗,,𒈦𒆕𒂗,,
mašda₄,𒂗𒈦𒆕,,,𒂗𒈦𒆕,,𒂗𒈦𒆕,,
mašdaₓ,,,,,,𒁰。𒊾,,
mašgagen,,𒈦𒂗𒆕,,𒈦𒂗𒆕,,𒈦𒂗𒆕,,
mašgi,𒌐,,𒌐,𒌐,𒌐,,,
mašgi;,,,𒌐,,,,,
mašgi?,,,,,,𒌐,,
mašgurₓ,,𒒌,,𒒌,,None,,
maškim,𒉺𒁽,,𒉺𒁽,𒉺𒁽,𒑐𒁽,𒉺𒁽,,
maškim2,,,𒉺𒁼,,𒑐𒁼,,,
maškim3,,,,,𒑐𒁺,,,
maškim₂,𒉺𒁼,,,𒉺𒁼,,𒉺𒁼,,
maškim₃,𒉺𒁺,,,𒉺𒁺,,𒉺𒁺,,
maškimₓ,,,,,,𒁽。𒁽𒉺。𒆜𒉺𒁺,,
maškum,,,,,,𒋢,,
mašmin,𒈦𒌋𒌋,,,𒈦𒌋𒌋,,𒈦𒈫。𒈦𒎙,,
maštabaₓ,,,,,,𒀀𒁉,,
maššam,𒌑,,,𒌑,,𒌑,,
maš₂,𒈧,,,𒈧,,𒈧,,
maš₃,𒈦𒉺,,,𒈦𒉺,,𒈦𒉺,,
maš₄,𒉺,,,𒉺,,𒉺,,
maḫ,,,𒈤,,𒈤,,,
maḫ2,,,,,𒀠。𒅆,,,
maḫ3,,,,,𒌋𒅗,,,
maḫa,,,,,𒈤,,,
maḫar2,,,,,𒌋𒊬,,,
maḫ₂,,,𒀠,,,,,
maṣ,𒈦,,,𒈦,𒈦,𒈦,,
maṭ,𒆳,,𒆳,𒆳,𒆳,𒆳,,
ma’,,,,,𒈣,,,
ma₁₀,,𒌋𒌋,,𒌋𒌋,,𒎙,,
ma₂,𒈣,,𒈣,𒈣,,𒈣,,
ma₂.igi@g,,𒈣𒅊,,𒈣𒅊,,,,
ma₂.kak,,𒈣𒆕,,𒈣𒆕,,,,
ma₂.mug,,𒈣𒈮,,𒈣𒈮,,,,
ma₃,𒂷,,,𒂷,,𒂷,,
ma₄,𒊬,,,𒊬,,𒊬,,
ma₅,𒅡,,,𒅡,,𒅡,,
ma₆,𒈨,,,𒈨,,𒈨,,
ma₇,𒈦,,,𒈦,,𒈦,,
ma₈,𒅿,,,𒅿,,𒅿,,
ma₉,𒉿,,,𒉿,,𒉿,,
maₓ,𒂼,,,𒂼,,𒂍。𒂼。𒋛,,
ma⸣,,,𒈠,,,,,
me,𒈨,,𒈨,𒈨,𒈨,𒈨,,
me#,,,𒈨,,,,,
me+eš,,,,,𒈨𒌍,,,
me.an.še.naga,,𒈨𒀭𒊺𒉀,,𒈨𒀭𒊺𒉀,𒈨𒀭𒊺𒉀,,,
me.en,,,,,𒈨𒂗,,,
me.eš,,,,,𒈨𒌍,,,
me.li.e.a,,,,,𒈨𒇷𒂊𒀀,,,
me.nun.tag,,𒈨𒉣𒋳,,𒈨𒉣𒋳,,,,
me.u.u.u,,𒈨𒌍,,𒈨𒌍,,,,
me10,𒉎,𒉎,,,𒅎,,,
me11,𒀞,𒀞,,,𒀟,,,
me12,𒉈,𒉈,,,,,,
me2,𒈪,𒈪,𒈪,,𒈪,,,
me3,𒀞,𒀞,𒀞,,𒀞。𒅠,,,
me4,𒁁,𒁁,𒁁,,𒁁,,,
me5,𒀀,𒀀,,,𒀀,,,
me6,𒀞,𒀞,𒀞,,𒀝,,,
me7,𒃙,𒃙,𒃙,,𒃙,,,
me8,𒉿,𒉿,,,𒉿,,,
me9,𒇞,𒇞,,,𒇞,,,
me],,,𒈨,,,,,
me_,,,𒈨,,,,,
mebulug,𒍏,,,𒍏,𒁾。𒍏,𒍏,,
mebulug2,𒁒,𒁒,,,𒁒,,,
mebulug3,𒁾,𒁾,,,,,,
mebulug₂,𒁒,,,𒁒,,𒁒,,
mebulug₃,𒁾,,,𒁾,,𒁾,,
mebulugₓ,,,,,,𒁑,,
med,𒁁,,𒁁,𒁁,,𒁁,,
medda,𒆪𒀭,,,𒆪𒀭,𒆪𒀭,𒆪𒀭,,
medda2,𒆪𒅂,𒆪𒅂,,,𒆪𒁁,,,
medda₂,𒆪𒅂,,,𒆪𒅂,,𒆪𒅂,,
meddu,𒆪𒀭,,,𒆪𒀭,𒄑𒆪𒀭。𒆪𒀭,𒆪𒀭,,
meddu2,𒆪𒅂,𒆪𒅂,,,𒄑𒆪𒁁。𒆪𒁁,,,
meddu₂,𒆪𒅂,,,𒆪𒅂,,𒆪𒅂,,
medu,𒅵,,,𒅵,,𒅵,,
megida,𒋰𒋾,,𒋰𒋾,𒋰𒋾,𒋰𒀭𒌋。𒋰𒋾,𒋰𒋾,,
megida(lak20)zabar,,,𒓪,,,,,
megida2,𒋰𒆲,𒋰𒆲,,,𒋰𒆲,,,
megida₂,𒋰𒆲,,,𒋰𒆲,,𒋰𒆲,,
megidaₓ,𒊩𒋰𒆲,,,𒊩𒋰𒆲,,𒀸𒆲。𒆲。󰂆,,
megidaₓ?,,,,,,𒊩𒋰𒆲,,
megidda,𒋰𒋾,,𒋰𒋾,𒋰𒋾,𒋰𒀭𒌋。𒋰𒋾,𒋰𒋾,,
megidda2,𒋰𒆲,𒋰𒆲,,,𒋰𒆲,,,
megidda₂,𒋰𒆲,,,𒋰𒆲,,𒋰𒆲,,
meh,𒈤,,,𒈤,,𒈤,,
mehida,𒈬,,,𒈬,,𒈬,,
mehidi,𒈬,,,𒈬,,𒈬,,
mehidu,𒈬,,,𒈬,,𒈬,,
mel,𒅖,,𒅖,𒅖,𒅖。𒆠𒉈,𒅖,,
mel2,𒅲,𒅲,,,,,,
mel3,𒆠𒉈,𒆠𒉈,,,𒆠𒉈,,,
mele2,𒅲,𒅲,,,𒅲,,,
mele₂,𒅲,,,𒅲,,𒅲,,
meleₓ,𒆈,,,𒆈,,𒅦。𒆈,,
meli,𒆠𒉈,,,𒆠𒉈,,𒆠𒉈,,
meli2,𒅲,𒅲,𒅲,,𒅲,,,
meli₂,𒅲,,,𒅲,,𒅲,,
meliₓ,𒆈,,,𒆈,,𒅦。𒆈,,
mel₂,𒅲,,,𒅲,,𒅲,,
mel₃,𒆠𒉈,,,𒆠𒉈,,𒆠𒉈,,
mem,𒊩,,,𒊩,,𒊩,,
men,𒃞,,𒃞,𒃞,𒃞,𒃞,,
men2,𒈨,𒈨,,,𒈨,,,
men3,𒁺,𒁺,,,𒁺,,,
men4,𒇙,𒇙,𒇙,,𒇙,,,
men5,𒌋𒌋,𒌋𒌋,,,𒌋𒌋,,,
menari,𒃻,,,𒃻,𒃻,𒃻,,
menaₓ,𒃞,,,𒃞,,𒃞,,
menbulug,𒍏,,,𒍏,𒁾。𒍏,𒍏,,
menbulug2,𒁒,𒁒,,,𒁒,,,
menbulug3,𒁾,𒁾,,,,,,
menbulug₂,𒁒,,,𒁒,,𒁒,,
menbulug₃,𒁾,,,𒁾,,𒁾,,
men₂,𒈨,,,𒈨,,𒈨,,
men₃,𒁺,,,𒁺,,𒁺,,
men₄,𒇙,,,𒇙,,𒇙,,
men₅,𒌋𒌋,,,𒌋𒌋,,𒎙,,
menₓ,𒈫,,,𒈫,,None。𒃉。𒃙。𒈫,,
mer,𒂇,,𒂇,𒂇,𒂆,𒂇,,
mer2,𒅎,𒅎,,,𒅎,,,
mer3,𒄈,𒄈,,,𒄈,,,
mer4,𒋃,𒋃,,,𒋃,,,
mere,𒂇,,,𒂇,𒂆,𒂇,,
mereₓ,,,,,,𒂛,,
meri3,𒄈,𒄈,,,𒄈,,,
merimer,𒂛,,,𒂛,𒂛,𒂛,,
merimer2,𒂝,𒂝,,,𒂝,,,
merimer3,𒅐,𒅐,,,𒅐,,,
merimer4,𒅒,𒅒,,,𒅒,,,
merimer5,𒆫,𒆫,,,,,,
merimeri,𒂛,,,𒂛,𒂛,𒂛,,
merimeri2,𒂝,𒂝,,,𒂝,,,
merimeri3,𒅐,𒅐,,,𒅐,,,
merimeri4,𒅒,𒅒,,,𒅒,,,
merimeri5,𒆫,𒆫,,,,,,
merimeri₂,𒂝,,,𒂝,,𒂝,,
merimeri₃,𒅐,,,𒅐,,𒅐,,
merimeri₄,𒅒,,,𒅒,,𒅒,,
merimeri₅,𒆫,,,𒆫,,𒆫,,
merimer₂,𒂝,,,𒂝,,𒂝,,
merimer₃,𒅐,,,𒅐,,𒅐,,
merimer₄,𒅒,,,𒅒,,𒅒,,
merimer₅,𒆫,,,𒆫,,𒆫,,
meri₃,𒄈,,,𒄈,,𒄈,,
mermer,𒂛,,,𒂛,𒂛,𒂛,,
mermer2,𒂝,𒂝,,,𒂝,,,
mermer3,𒅐,𒅐,,,𒅐,,,
mermer4,𒅒,𒅒,,,𒅒,,,
mermer5,𒆫,𒆫,,,,,,
mermeri,𒂛,,,𒂛,𒂛,𒂛,,
mermeri2,𒂝,𒂝,,,𒂝,,,
mermeri3,𒅐,𒅐,,,𒅐,,,
mermeri4,𒅒,𒅒,,,𒅒,,,
mermeri5,𒆫,𒆫,,,,,,
mermeri₂,𒂝,,,𒂝,,𒂝,,
mermeri₃,𒅐,,,𒅐,,𒅐,,
mermeri₄,𒅒,,,𒅒,,𒅒,,
mermeri₅,𒆫,,,𒆫,,𒆫,,
mermer₂,𒂝,,,𒂝,,𒂝,,
mermer₃,𒅐,,,𒅐,,𒅐,,
mermer₄,𒅒,,,𒅒,,𒅒,,
mermer₅,𒆫,,,𒆫,,𒆫,,
mer₂,𒅎,,,𒅎,,,,
mer₂?,,,,,,𒅎,,
mer₃,𒄈,,,𒄈,,𒄈,,
mer₄,𒋃,,,𒋃,,𒋃,,
merₓ,𒄊,,,𒄊,,𒄊,,
mes,𒈩,,𒈩,𒈩,𒈩,𒈩,,
"mes,",𒈩,𒈩,𒈩,,,,,
mes.ru,,𒈩𒊒,,𒈩𒊒,𒈩𒊒,,,
mes2,𒁾,𒁾,,,𒁾,,,
mes3,𒈨𒌍,𒈨𒌍,,,𒈨𒌍,,,
mes:keš₂,,,𒈩 𒆟,,,,,
mesa,𒈩,,,𒈩,𒈩,,,
mesa?,,,,,,𒈩,,
mesi,𒈩,,,𒈩,,𒈩,,
mesz,𒈨𒌍,𒈨𒌍,𒈨𒌍,,,,,
mesz2,𒈨,𒈨,,,,,,
mesz3,𒈩,𒈩,𒈩,,,,,
mesz_,,,𒈨𒌍,,,,,
mesza,𒅵,𒅵,,,,,,
mesztunuₓ,𒉿,𒉿,,,,,,
meszₓ,𒍑,𒍑,,,,,,
mes₂,𒁾,,,𒁾,,,,
mes₂?,,,,,,𒁾,,
mes₃,𒈨𒌍,,,𒈨𒌍,,𒎌,,
met,𒁁,,,𒁁,𒁁,𒁁,,
"met,",𒁁,𒁁,,,,,,
"met,a",𒆪𒀭,𒆪𒀭,,,,,,
"met,a2",𒆪𒅂,𒆪𒅂,,,,,,
"met,u",𒆪𒀭,𒆪𒀭,,,,,,
"met,u2",𒆪𒅂,𒆪𒅂,,,,,,
met2,,,,,𒂍,,,
mete,𒋼𒈨,,,𒋼𒈨,𒋼𒈨,𒋼𒈨,,
metta,,,,,𒆪𒀭,,,
metta2,,,,,𒆪𒁁,,,
mettu,,,,,𒆪𒀭,,,
mettu2,,,,,𒆪𒁁,,,
metuₓ,,,,,,𒆪𒀭𒊏,,
mez,𒈩,,𒈩,𒈩,𒈩,𒈩,,
meze,𒀙,,𒀙,𒀙,𒀙,𒀙,,
meze2,,,,,𒈬𒁍,,,
mezeg,𒋄,,,𒋄,𒋄,𒋄,,
mezej,,,𒋄,,,,,
mezem,𒋄,,,𒋄,𒋄,𒋄,,
mezer,,,,,𒈬𒁍,,,
mezeŋ,𒋄,,,𒋄,,𒋄,,
mezeₓ,,,,,,𒀘。𒊕。𒋄,,
meš,𒈨𒌍,,𒈨𒌍,𒈨𒌍,𒈨𒌍,𒎌,,
meš2,,,𒈨,,𒈨,,,
meš3,,,𒈩,,𒈩,,,
meša,𒅵,,,𒅵,,𒅵,,
mešezanₓ,,,,,,𒋥,,
meštunuₓ,𒉿,,,𒉿,,𒉿,,
meš₂,𒈨,,,𒈨,,𒈨,,
meš₃,𒈩,,,𒈩,,𒈩,,
mešₓ,𒍑,,,𒍑,,𒍑。𒎙,,
meḫ,,,,,𒈤,,,
meḫida,,,,,𒈬,,,
meḫidi,,,,,𒈬,,,
meḫidu,,,,,𒈬,,,
meṣ,𒈩,,,𒈩,𒈩,𒈩,,
meṭ,𒁁,,,𒁁,𒁁,𒁁,,
meṭa,𒆪𒀭,,,𒆪𒀭,,𒆪𒀭,,
meṭa₂,𒆪𒅂,,,𒆪𒅂,,𒆪𒅂,,
meṭu,𒆪𒀭,,,𒆪𒀭,,𒆪𒀭,,
meṭu₂,𒆪𒅂,,,𒆪𒅂,,𒆪𒅂,,
me₁₀,𒉎,,,𒉎,,,,
me₁₀?,,,,,,𒉎,,
me₁₁,𒀞,,,𒀞,,𒀟,,
me₁₂,𒉈,,,𒉈,,𒉈,,
me₂,𒈪,,,𒈪,,𒈪,,
me₃,𒀞,,𒀞,𒀞,,𒀞。𒓽,,
me₄,𒁁,,,𒁁,,𒁁,,
me₅,𒀀,,,𒀀,,𒀀,,
me₆,𒀞,,,𒀞,,𒀝,,
me₇,𒃙,,,𒃙,,𒃙,,
me₈,𒉿,,,𒉿,,𒉿,,
me₉,𒇞,,,𒇞,,𒇞,,
meₓ,𒍛,,,𒍛,,None。𒅗。𒅠。𒇝。𒊩。𒋖。𒍛。󰁳,,
mi,𒈪,,𒈪,𒈪,𒈪,𒈪,,
mi.mi,,𒈪𒈪,,𒈪𒈪,𒈪𒈪,,,
mi.na.ab.u.gud,,𒈪𒈾𒀊𒌋𒄞,,𒈪𒈾𒀊𒌋𒄞,,,,
mi.nunuz,,,,,𒈪𒉭,,,
mi2,𒊩,𒊩,𒊩,,𒊩,,,
mi3,𒈨,𒈨,𒈨,,𒈨,,,
mi4,𒃞,𒃞,𒃞,,𒃞,,,
mi5,𒉿,𒉿,𒉿,,𒉿,,,
mibulug,,,,,𒁾。𒍏,,,
mibulug2,,,,,𒁒,,,
mid,𒅂,,𒅂,𒅂,𒁁,𒅂,,
mid2,,,,,𒂍,,,
midda,𒆪𒀭,,,𒆪𒀭,𒄑𒆪𒀭。𒆪𒀭,𒆪𒀭,,
midda2,𒆪𒅂,𒆪𒅂,,,𒆪𒁁,,,
midda₂,𒆪𒅂,,,𒆪𒅂,,𒆪𒅂,,
middu,𒆪𒀭,,,𒆪𒀭,𒄑𒆪𒀭。𒆪𒀭,𒆪𒀭,,
middu2,𒆪𒅂,𒆪𒅂,,,𒆪𒁁,,,
middu₂,𒆪𒅂,,,𒆪𒅂,,𒆪𒅂,,
midra,𒉺,,,𒉺,𒉺,𒉺,,
migir,𒂇,,,𒂇,𒂆,𒂇,,
migir2,𒂈,𒂈,,,𒂈,,,
migir₂,𒂈,,,𒂈,,𒂈,,
mih,𒈤,,,𒈤,,𒈤,,
mil,𒅖,,𒅖,𒅖,𒅖,𒅖,,
mili,𒅖,,,𒅖,𒅖,𒅖,,
mili2,𒅲,𒅲,,,𒅲,,,
milibₓ,,,,,,𒅗。𒅽,,
mili₂,𒅲,,,𒅲,,𒅲,,
milla,𒅖,,,𒅖,𒅖。𒍥𒅖𒌓,𒅖,,
mim,𒊩,,𒊩,𒊩,𒊩,𒊩,,
mim+ma,,,𒊩 𒈠,,,,,
mim-ma,𒊩𒈠,,,𒊩𒈠,,𒊩𒈠,,
mim2,𒈹,𒈹,,,𒈹,,,
mim3,𒌋𒌋,𒌋𒌋,,,𒌋𒌋,,,
mim4,𒊩𒈠,𒊩𒈠,,,𒊩𒈠,,,
mim₂,𒈹,,,𒈹,,,,
mim₂?,,,,,,𒈹,,
mim₃,𒌋𒌋,,,𒌋𒌋,,𒎙,,
mim₄,𒊩𒈠,,,𒊩𒈠,,𒊩𒈠,,
min,𒈫,,𒈫,𒈫,𒈫,𒈫,,
min#,,,𒈫,,,,,
min.u.u.u,,,,,𒈫𒌍,,,
min2,𒊩,𒊩,,,𒊩,,,
min3,𒌋𒌋,𒌋𒌋,𒌋𒌋,,𒌋𒌋,,,
min4,𒊩𒌆,𒊩𒌆,,,𒊩𒈠。𒊩𒌆,,,
min5,𒀸𒀸,𒀸𒀸,,,𒐀,,,
min6,𒋰,𒋰,,,,,,
min7,𒃞,𒃞,,,𒃞,,,
min_,,,𒈫,,,,,
mina,𒈫,,,𒈫,𒈫,𒈫,,
mina3,𒌋𒌋,𒌋𒌋,,,𒌋𒌋,,,
mina₃,𒌋𒌋,,,𒌋𒌋,,𒎙,,
minbulug,𒍏,,,𒍏,𒁾。𒍏,𒍏,,
minbulug2,𒁒,𒁒,,,𒁒,,,
minbulug₂,𒁒,,,𒁒,,𒁒,,
minbulugₓ,𒁑𒉄,,,𒁑𒉄,,𒁅。𒁑𒉄,,
minudugabaₓ,,,,,,𒔫,,
min₂,𒊩,,,𒊩,,𒊩,,
min₃,𒌋𒌋,,,𒌋𒌋,,𒎙,,
min₄,𒊩𒌆,,,𒊩𒌆,,𒎏,,
min₅,𒀸𒀸,,,𒀸𒀸,,𒀸𒀸,,
min₆,𒋰,,𒋰,𒋰,,𒋰,,
min₇,𒃞,,,𒃞,,𒃞,,
min₈,,,,,,󰂃,,
mir,𒂇,,𒂇,𒂇,𒂆,𒂇,,
mir.uš,,,,,𒂆𒍑,,,
mir2,𒅎,𒅎,,,𒅎,,,
mir5,𒂨,𒂨,,,𒂧,,,
miri,𒂇,,𒂇,𒂇,𒂆,𒂇,,
miriₓ,𒄊,,,𒄊,,𒄈。𒄊,,
miršeššig,,,,,𒂈,,,
mir₂,𒅎,𒅎,,,,,,
mir₂?,,,,,,𒅎,,
